Score,Source IP,Destination IP,Connections,Avg Bytes,Intvl Range,Size Range,Top Intvl,Top Size,Top Intvl Count,Top Size Count,Intvl Skew,Size Skew,Intvl Dispersion,Size Dispersion
0.817,192.168.23.89,150.158.165.134,40,225,555819,1840,232,88,7,37,0,0,3,0
0.817,192.168.23.89,81.68.82.251,81,177,130,2256,110,88,9,75,0,0,3,0
0.817,192.168.23.89,119.45.177.219,58,200,230,2164,146,88,8,54,0,0,3,0
0.817,192.168.23.89,129.211.119.202,41,224,235,1944,209,88,5,36,0,0,3,0
0.817,182.61.52.98,192.168.23.89,171,139,215,1953,56,60,17,116,0,0,3,0
0.817,192.168.23.89,152.136.229.99,52,205,179,2044,165,88,6,49,0,0,3,0
0.817,192.168.23.89,121.121.149.233,51,156,186,1864,168,88,5,49,0,0,3,0
0.817,120.133.136.75,192.168.23.89,159,128,422,1873,63,60,21,143,0,0,3,0
0.817,192.168.23.89,51.91.110.51,60,187,156,1996,145,88,7,57,0,0,3,0
0.817,192.168.23.89,149.56.44.101,61,189,152,2072,142,88,7,58,0,0,3,0
0.817,192.168.23.89,129.211.167.38,33,230,397,1556,251,88,5,26,0,0,3,0
0.817,85.18.236.229,192.168.23.89,71,222,1067,1913,154,60,9,55,0,0,3,0
0.817,192.168.23.89,181.129.14.218,54,213,180,2256,155,88,7,51,0,0,3,0
0.817,45.119.126.59,192.168.23.89,62,268,261612,1801,163,60,8,52,0,0,3,0
0.817,192.168.23.89,101.89.213.84,51,186,188,2044,161,88,7,48,0,0,3,0
0.817,192.168.23.89,47.254.238.145,52,140,138,1636,124,88,7,50,0,0,3,0
0.817,192.168.23.89,128.199.90.55,85,159,133,2032,109,88,13,82,0,0,3,0
0.817,192.168.23.89,112.245.59.63,50,226,191,2388,168,88,5,47,0,0,3,0
0.817,192.168.23.89,47.250.40.25,62,156,169,1576,156,80,7,59,0,0,3,0
0.817,192.168.23.89,129.28.162.79,39,241,423,2076,212,88,4,36,0,0,3,0
0.817,45.61.142.66,192.168.23.89,111,17,58,40,1,0,27,74,0,0,3,0
0.817,192.168.23.89,138.68.58.124,47,213,185,2032,168,88,7,44,0,0,3,0
0.817,154.85.45.72,192.168.23.89,118,159,665,1913,84,60,12,93,0,0,3,0
0.817,49.232.212.5,192.168.23.89,114,154,408,1345,72,60,13,61,0,0,3,0
0.817,103.95.221.0,192.168.23.89,59,13,145345,40,1,0,5,42,0,0,3,0
0.817,192.168.23.89,49.232.212.5,93,171,160,1884,72,88,12,56,0,0,3,0
0.817,192.168.23.89,188.0.151.209,52,182,199,1640,171,88,6,49,0,0,3,0
0.817,143.204.207.100,192.168.23.89,30,14,15,80,1,0,12,21,0,0,3,0
0.817,192.168.23.89,49.85.184.162,93,151,202,2032,92,88,14,74,0,0,3,0
0.817,120.70.98.132,192.168.23.89,58,277,672,1713,167,60,6,47,0,0,3,0
0.817,192.168.23.89,149.129.220.95,22,182,187,2084,156,88,3,21,0,0,3,0
0.817,192.168.23.89,179.43.151.219,61,191,159,2164,142,88,8,58,0,0,3,0
0.817,192.168.23.89,134.209.41.198,62,188,157,2084,141,88,8,59,0,0,3,0
0.817,120.202.21.189,192.168.23.89,117,152,489,1853,77,60,13,94,0,0,3,0
0.817,192.168.23.89,123.18.206.15,47,211,185,1940,175,88,7,44,0,0,3,0
0.817,192.168.23.89,152.136.101.207,45,218,210,1984,188,88,6,39,0,0,3,0
0.817,104.248.181.156,192.168.23.89,116,172,1346,2201,84,60,15,93,0,0,3,0
0.817,134.209.107.228,192.168.23.89,115,154,266,1957,91,60,15,94,0,0,3,0
0.817,192.168.23.89,195.29.102.42,53,188,178,1952,164,88,7,50,0,0,3,0
0.817,119.27.189.65,192.168.23.89,54,149,1413,1913,150,60,7,47,0,0,3,0
0.817,106.245.95.116,192.168.23.89,50,137,98,1285,172,60,7,47,0,0,3,0
0.817,192.168.23.89,134.209.81.185,48,88,141,0,137,88,6,48,0,0,3,0
0.817,192.168.23.89,106.245.95.116,47,88,180,0,170,88,6,47,0,0,3,0
0.817,42.192.219.234,192.168.23.89,53,182,595,1309,131,60,7,36,0,0,3,0
0.817,123.31.41.13,192.168.23.89,56,149,365,1853,140,60,7,47,0,0,3,0
0.817,186.85.159.135,192.168.23.89,56,156,615,1913,155,60,9,46,0,0,3,0
0.817,192.168.23.89,160.16.51.97,47,88,150,0,143,88,6,47,0,0,3,0
0.817,192.168.23.89,81.71.19.202,46,114,153,968,130,88,5,42,0,0,3,0
0.817,160.16.51.97,192.168.23.89,50,145,1030,1493,143,60,7,47,0,0,3,0
0.817,192.168.23.89,206.189.146.142,40,103,173,632,154,88,4,39,0,0,3,0
0.817,192.168.23.89,124.239.153.215,47,132,163,2072,159,88,7,46,0,0,3,0
0.817,192.168.23.89,49.233.34.7,35,150,248,1628,235,88,5,33,0,0,3,0
0.817,51.38.188.63,192.168.23.89,57,131,304,1861,135,60,6,48,0,0,3,0
0.817,211.253.133.48,192.168.23.89,49,149,389,1493,152,60,6,45,0,0,3,0
0.817,192.168.23.89,211.253.133.48,46,103,257,712,152,88,6,45,0,0,3,0
0.817,192.168.23.89,123.206.90.149,49,125,139,1760,130,88,6,47,0,0,3,0
0.817,192.168.23.89,193.112.58.246,44,158,900,2076,221,88,6,36,0,0,3,0
0.817,192.168.23.89,193.112.127.245,46,180,153,1808,147,88,6,39,0,0,3,0
0.817,59.15.3.197,192.168.23.89,56,137,664,1861,137,60,6,47,0,0,3,0
0.817,167.71.16.200,192.168.23.89,55,183,691,2133,116,60,6,46,0,0,3,0
0.817,49.51.248.14,192.168.23.89,50,113,498,1405,140,60,6,48,0,0,3,0
0.817,187.189.175.4,192.168.23.89,55,156,399,2133,123,60,8,47,0,0,3,0
0.817,81.156.142.165,192.168.23.89,51,121,447,1613,140,60,7,48,0,0,3,0
0.817,154.92.15.24,192.168.23.89,56,176,922,1869,163,60,6,44,0,0,3,0
0.817,1.251.239.18,192.168.23.89,51,166,1271,1493,157,60,7,46,0,0,3,0
0.817,95.85.34.53,192.168.23.89,51,118,199,1493,136,60,9,48,0,0,3,0
0.817,150.158.168.228,192.168.23.89,52,124,561,1285,126,60,7,40,0,0,3,0
0.817,192.168.23.89,159.65.180.64,47,88,164,0,141,88,5,47,0,0,3,0
0.817,159.65.180.64,192.168.23.89,50,139,1177,1389,139,60,6,47,0,0,3,0
0.817,192.168.23.89,181.188.134.133,47,167,205,1944,179,88,5,45,0,0,3,0
0.817,61.221.64.5,192.168.23.89,46,243,599,1801,150,60,6,39,0,0,3,0
0.817,192.168.23.89,128.199.213.194,49,100,570,632,130,88,6,48,0,0,3,0
0.817,180.76.237.37,192.168.23.89,57,156,240,1913,151,60,6,47,0,0,3,0
0.817,192.168.23.89,66.68.187.140,48,102,558,712,152,88,6,47,0,0,3,0
0.817,192.168.23.89,160.153.234.236,47,118,205,1804,137,80,6,46,0,0,3,0
0.817,192.168.23.89,119.45.60.62,46,162,296,1636,138,88,6,34,0,0,3,0
0.817,219.151.151.202,192.168.23.89,52,148,296,1629,153,60,9,41,0,0,3,0
0.817,66.68.187.140,192.168.23.89,51,147,678,1545,147,60,6,47,0,0,3,0
0.816,192.168.23.89,40.80.146.253,49,356,483,208,113,352,5,48,0,0,3,0
0.813,3.136.154.11,192.168.23.89,73,82,16,31,1,80,3,24,0,0,0,4
0.813,103.16.205.187,192.168.23.89,21,76,9,11,1,73,4,10,0,0,0,4
0.813,103.16.205.182,192.168.23.89,21,76,16,11,1,73,4,10,0,0,0,4
0.813,18.134.255.253,192.168.23.89,69,83,245495,97,1,80,9,34,0,0,0,4
0.813,156.154.85.143,192.168.23.89,88,77,173414,12,1,73,14,32,0,0,0,4
0.812,192.168.23.89,183.136.223.226,135,185,907116,2088,121,88,14,118,0,0,4,0
0.812,61.216.131.31,192.168.23.89,166,132,1072,1817,261,60,15,144,0,0,4,0
0.812,81.68.82.251,192.168.23.89,105,168,212,1853,110,60,9,80,0,0,4,0
0.812,51.83.68.203,192.168.23.89,113,155,585,1929,102,60,19,89,0,0,4,0
0.812,121.48.165.2,192.168.23.89,135,139,575,1757,84,60,16,110,0,0,4,0
0.812,183.129.174.68,192.168.23.89,116,144,438,2025,98,60,11,74,0,0,4,0
0.812,202.95.14.159,192.168.23.89,50,323,1025,1941,213,60,5,36,0,0,4,0
0.812,111.231.164.168,192.168.23.89,111,157,335,1913,102,60,9,87,0,0,4,0
0.812,128.199.121.144,192.168.23.89,72,184,3010,1965,121,60,7,57,0,0,4,0
0.812,52.45.28.22,192.168.23.89,28,10,18,40,2,0,6,21,0,0,4,0
0.812,174.138.24.42,192.168.23.89,56,129,488,1861,125,60,5,48,0,0,4,0
0.812,41.221.168.167,192.168.23.89,55,148,412,1789,163,60,7,47,0,0,4,0
0.812,190.210.182.179,192.168.23.89,51,186,1160,1841,167,60,5,46,0,0,4,0
0.812,188.166.4.178,192.168.23.89,62,175,1077,1873,137,60,6,46,0,0,4,0
0.812,139.198.18.230,192.168.23.89,50,137,216,1285,161,60,5,47,0,0,4,0
0.812,121.4.204.252,192.168.23.89,54,145,430,1965,208,60,7,43,0,0,4,0
0.812,222.252.30.29,192.168.23.89,62,163,444,1885,158,60,7,47,0,0,4,0
0.812,209.141.39.242,192.168.23.89,55,176,956,2029,143,60,8,46,0,0,4,0
0.812,101.255.81.91,192.168.23.89,60,200,1321,1757,166,60,6,45,0,0,4,0
0.811,192.168.23.89,190.202.147.253,61,227,966634,2164,169,88,7,57,0,0,4,0
0.811,192.168.23.89,131.153.51.123,52,212,190,2164,162,88,7,49,0,0,4,0
0.811,192.168.23.89,125.5.215.20,47,216,197,2020,173,88,6,44,0,0,4,0
0.811,192.168.23.89,140.143.206.191,37,224,263,1720,228,88,4,32,0,0,4,0
0.811,192.168.23.89,102.223.73.187,39,237,248,1944,216,88,3,36,0,0,4,0
0.811,192.168.23.89,188.166.251.27,53,203,131348,2032,159,88,6,50,0,0,4,0
0.811,192.168.23.89,112.78.188.194,68,163,153,1708,134,88,10,65,0,0,4,0
0.811,192.168.23.89,4.17.231.194,50,474,193,2160,168,352,5,46,0,0,4,0
0.811,192.168.23.89,140.238.14.170,50,211,186,2164,165,88,7,47,0,0,4,0
0.811,192.168.23.89,151.81.198.113,51,199,183,1940,161,88,7,48,0,0,4,0
0.811,192.168.23.89,217.20.178.242,59,160,175,1416,155,88,6,56,0,0,4,0
0.811,192.168.23.89,92.119.157.30,73,173,150,2072,124,88,7,70,0,0,4,0
0.811,192.168.23.89,123.127.244.100,51,202,192,1952,162,88,6,48,0,0,4,0
0.811,192.168.23.89,52.146.46.244,54,465,171,2060,161,352,7,51,0,0,4,0
0.811,192.168.23.89,188.166.250.201,52,205,175,2032,160,88,6,49,0,0,4,0
0.811,192.168.23.89,119.28.90.223,46,212,220,1920,193,88,5,43,0,0,4,0
0.811,192.168.23.89,159.65.64.76,55,193,178,2032,158,88,6,52,0,0,4,0
0.811,192.168.23.89,200.204.174.163,44,178,255,1784,214,88,4,41,0,0,4,0
0.811,192.168.23.89,4.17.231.206,46,439,185,2160,170,352,5,43,0,0,4,0
0.811,192.168.23.89,106.55.148.138,47,142,1729,1272,160,88,7,44,0,0,4,0
0.811,192.168.23.89,46.146.218.79,48,180,206,1944,188,88,6,45,0,0,4,0
0.811,192.168.23.89,64.213.148.44,46,130,187,1940,175,88,5,45,0,0,4,0
0.811,192.168.23.89,190.12.66.27,48,134,134,2020,128,88,4,46,0,0,4,0
0.811,192.168.23.89,190.210.182.179,46,130,194,1952,167,88,5,45,0,0,4,0
0.811,27.223.99.130,192.168.23.89,55,166,1315,1465,170,100,6,47,0,0,4,0
0.811,192.168.23.89,101.36.127.150,49,180,229,2256,142,88,6,45,0,0,4,0
0.811,192.168.23.89,161.35.6.188,49,142,533,1944,140,88,4,47,0,0,4,0
0.811,192.168.23.89,170.106.5.200,46,193,338,2072,152,88,5,43,0,0,4,0
0.811,192.168.23.89,140.143.186.138,39,106,454,472,221,88,5,35,0,0,4,0
0.811,192.168.23.89,190.85.94.106,47,134,182,2176,164,88,6,46,0,0,4,0
0.811,192.168.23.89,118.121.62.53,48,157,491,1680,178,88,4,37,0,0,4,0
0.811,192.168.23.89,125.46.81.106,50,136,389,1308,137,88,6,46,0,0,4,0
0.811,192.168.23.89,113.57.109.73,43,98,1653,232,198,88,5,41,0,0,4,0
0.811,192.168.23.89,202.83.54.167,41,91,461,72,108,88,5,39,0,0,4,0
0.808,13.211.12.190,192.168.23.89,46,81,847791,12,1,80,4,20,0,0,0,5
0.808,3.24.1.210,192.168.23.89,120,82,0,92,1,80,15,59,0,0,0,5
0.808,13.211.12.184,192.168.23.89,51,81,8,12,1,85,7,25,0,0,0,5
0.808,13.211.12.183,192.168.23.89,109,82,2,92,1,85,8,54,0,0,0,5
0.808,18.134.255.238,192.168.23.89,45,81,4,12,1,80,5,20,0,0,0,5
0.807,162.158.76.117,192.168.23.89,21,75,800722,9,1,72,1,9,0,0,1,4
0.807,74.63.24.242,192.168.23.89,26,75,12,11,1,73,2,13,0,0,1,4
0.806,209.87.64.68,192.168.23.89,21,76,603876,7,1,73,2,12,0,0,5,0
0.806,192.168.23.89,128.199.123.0,70,175,151,2032,127,88,8,67,0,0,5,0
0.806,192.168.23.89,81.71.3.99,30,241,288,1756,270,88,3,27,0,0,5,0
0.806,192.168.23.89,168.121.104.115,54,179,183,1640,164,88,5,51,0,0,5,0
0.806,192.168.23.89,42.193.3.168,121,152,166,2344,75,88,9,99,0,0,5,0
0.806,192.168.23.89,101.33.118.38,51,220,181,2256,161,88,6,48,0,0,5,0
0.806,192.168.23.89,139.155.127.59,51,215,197,2164,159,88,5,45,0,0,5,0
0.806,68.183.108.46,192.168.23.89,82,221,776,2133,142,60,7,60,0,0,5,0
0.806,192.168.23.89,192.99.145.203,43,225,230,1984,192,88,6,40,0,0,5,0
0.806,192.168.23.89,152.136.203.208,39,242,237,1892,213,88,5,30,0,0,5,0
0.806,192.168.23.89,210.12.27.226,56,147,174,1112,159,88,7,53,0,0,5,0
0.806,192.168.23.89,129.28.189.53,40,211,55,1812,221,88,3,27,0,0,5,0
0.806,192.168.23.89,121.241.244.92,48,178,244,1864,227,88,4,45,0,0,5,0
0.806,171.103.105.62,192.168.23.89,60,204,856,1765,168,60,6,45,0,0,5,0
0.806,192.168.23.89,121.4.111.232,49,159,631,1536,192,88,5,43,0,0,5,0
0.806,192.168.23.89,49.232.147.189,37,163,245,2076,223,88,3,29,0,0,5,0
0.806,192.168.23.89,106.53.229.213,47,139,184,940,164,88,5,32,0,0,5,0
0.806,202.83.54.167,192.168.23.89,51,100,558,1397,112,60,5,39,0,0,5,0
0.805,192.168.23.89,191.33.142.25,45,464,219,1680,198,352,6,42,0,0,5,0
0.802,156.154.76.143,192.168.23.89,77,78,189267,12,1,80,5,26,0,0,2,4
0.801,158.69.9.89,192.168.23.89,39,19,389961,40,8,0,5,24,0,0,6,0
0.801,45.55.134.210,192.168.23.89,134,164,34154,2133,150,60,11,111,0,0,6,0
0.801,97.123.73.128,192.168.23.89,40,10,14,40,1,0,3,30,0,0,6,0
0.8,192.168.23.89,112.44.95.132,146,129,402,2064,388,88,12,143,0,0,6,0
0.8,192.168.23.89,210.212.29.215,46,208,240,1944,185,88,5,43,0,0,6,0
0.8,3.235.20.161,192.168.23.89,21,80,17,14,1,87,1,11,0,0,6,0
0.8,198.199.68.76,192.168.23.89,80,215,935743,2029,148,60,6,58,0,0,6,0
0.8,42.192.137.134,192.168.23.89,116,159,579,2113,99,60,9,84,0,0,6,0
0.8,182.61.43.33,192.168.23.89,105,172,529,1997,113,60,8,65,0,0,6,0
0.8,192.168.23.89,200.106.236.140,47,475,205,2164,179,352,4,44,0,0,6,0
0.8,103.226.250.169,192.168.23.89,80,194,580,1901,148,60,6,59,0,0,6,0
0.8,192.168.23.89,165.227.132.96,50,206,186,1996,176,88,5,47,0,0,6,0
0.8,181.13.142.141,192.168.23.89,35,186,1354,1613,292,60,4,30,0,0,6,0
0.8,192.168.23.89,140.206.157.242,45,188,143,2256,126,88,6,43,0,0,6,0
0.8,154.8.224.155,192.168.23.89,61,176,690,1569,148,60,7,43,0,0,6,0
0.8,213.158.29.179,192.168.23.89,55,130,1218,1649,149,52,6,47,0,0,6,0
0.8,106.53.229.213,192.168.23.89,61,162,635,1157,164,60,6,36,0,0,6,0
0.8,192.168.23.89,183.136.221.41,36,189,284,1892,254,88,3,33,0,0,6,0
0.798,108.162.244.110,192.168.23.89,371,169,90831,246,1,80,18,121,0,0,0,7
0.797,162.158.77.82,192.168.23.89,94,173,451635,242,1,80,7,34,0,0,0,7
0.797,151.164.108.27,192.168.23.89,24,76,603372,7,1,73,3,12,0,0,0,7
0.795,51.81.80.145,192.168.23.89,24,23,320374,40,8,0,4,14,0,0,7,0
0.795,68.183.135.222,192.168.23.89,80,217,630,2133,139,60,8,58,0,0,7,0
0.795,51.161.10.20,192.168.23.89,76,238,353,2237,152,60,5,53,0,0,7,0
0.795,61.244.80.223,192.168.23.89,76,202,822,1817,148,60,6,55,0,0,7,0
0.795,197.5.145.69,192.168.23.89,78,213,880,1889,142,60,5,56,0,0,7,0
0.795,147.135.87.226,192.168.23.89,26,79,169969,18,3,80,1,14,0,0,7,0
0.795,149.56.5.39,192.168.23.89,37,24,61625,40,1,0,7,21,0,0,7,0
0.795,192.168.23.89,202.104.112.217,48,143,1047,1496,141,88,5,45,0,0,7,0
0.795,192.168.23.89,194.116.236.52,39,136,239,1900,228,88,5,38,0,0,7,0
0.795,194.116.236.52,192.168.23.89,50,188,1228,1285,228,60,5,38,0,0,7,0
0.793,192.168.23.89,2.196.193.181,51,204,178,1952,166,88,7,46,0.142857,0,3,0
0.793,192.168.23.89,61.216.131.31,147,127,286,1956,261,88,14,144,-0.142857,0,3,0
0.793,51.159.2.23,192.168.23.89,29,12,15,40,1,0,4,21,0.142857,0,3,0
0.793,106.124.131.214,192.168.23.89,156,139,200,1777,49,60,18,136,0.142857,0,3,0
0.793,192.168.23.89,23.90.163.70,31,227,160,2164,146,88,5,29,0.111111,0,4,0
0.793,192.168.23.89,198.199.68.76,58,193,167,2032,148,88,6,55,0.111111,0,4,0
0.793,192.168.23.89,49.232.16.47,111,158,160,2244,82,88,12,94,0.142857,0,3,0
0.793,192.168.23.89,175.24.81.207,44,202,516,2000,191,88,6,36,0.142857,0,3,0
0.793,192.168.23.89,110.43.49.112,51,479,184,2164,161,352,5,48,0.142857,0,3,0
0.793,85.24.194.41,192.168.23.89,84,211,698,2033,147,60,11,59,-0.111111,0,4,0
0.793,192.168.23.89,111.229.158.93,72,182,146,1980,126,88,9,59,0.142857,0,3,0
0.793,157.131.240.195,192.168.23.89,63,268,855,1969,161,60,9,53,0.142857,0,3,0
0.793,192.168.23.89,42.192.95.184,78,169,147,1996,115,88,9,51,-0.142857,0,3,0
0.793,71.206.158.143,192.168.23.89,88,210,1004,2149,134,60,15,66,-0.142857,0,3,0
0.793,192.168.23.89,203.195.148.210,44,210,224,2076,193,88,5,41,-0.111111,0,4,0
0.793,192.168.23.89,130.61.255.187,59,198,167,2164,145,88,7,56,0.142857,0,3,0
0.793,192.168.23.89,45.55.222.162,60,191,153,2072,142,88,8,57,0.142857,0,3,0
0.793,192.168.23.89,206.189.160.233,50,206,189,2032,152,88,5,47,0.111111,0,4,0
0.793,111.231.116.149,192.168.23.89,100,189,62605,2049,118,60,11,64,0.142857,0,3,0
0.793,192.168.23.89,187.85.5.189,45,196,185,2032,168,88,6,42,0.111111,0,4,0
0.793,188.166.251.27,192.168.23.89,74,206,131497,2017,163,60,8,53,-0.111111,0,4,0
0.793,111.132.7.174,192.168.23.89,109,159,577,1517,111,60,13,82,-0.142857,0,3,0
0.793,134.175.19.39,192.168.23.89,83,205,185,1981,140,60,8,62,0.142857,0,3,0
0.793,192.168.23.89,178.128.208.128,51,207,193,2032,165,88,8,48,0.142857,0,3,0
0.793,91.220.163.130,192.168.23.89,187,149,295376,2763,74,60,18,163,0.142857,0,3,0
0.793,192.168.23.89,134.175.19.39,63,173,326,1888,140,88,7,59,0.142857,0,3,0
0.793,192.168.23.89,180.166.117.254,50,466,189,2040,171,352,6,47,-0.142857,0,3,0
0.793,128.199.90.55,192.168.23.89,106,161,255,1861,109,60,13,85,-0.142857,0,3,0
0.793,192.168.23.89,81.70.222.231,30,235,579,1812,265,88,4,24,0.142857,0,3,0
0.793,192.168.23.89,213.141.157.220,60,158,180,1416,154,88,8,57,0.111111,0,4,0
0.793,192.168.23.89,86.185.169.132,59,195,159,2164,147,88,7,56,0.142857,0,3,0
0.793,192.168.23.89,64.64.227.224,71,172,141,1992,124,88,10,68,0.142857,0,3,0
0.793,192.168.23.89,207.244.230.12,58,195,154,2072,144,88,8,55,0.142857,0,3,0
0.793,192.168.23.89,150.66.5.62,50,216,344,2164,160,88,8,47,-0.142857,0,3,0
0.793,192.168.23.89,120.92.166.166,64,176,157,1940,129,88,7,61,0.111111,0,4,0
0.793,192.168.23.89,103.226.250.169,59,191,175,2032,148,88,6,56,0.111111,0,4,0
0.793,192.168.23.89,64.235.33.71,57,190,170,1980,136,88,5,54,0.111111,0,4,0
0.793,49.232.39.21,192.168.23.89,119,154,287,1853,88,60,13,93,-0.142857,0,3,0
0.793,211.219.18.186,192.168.23.89,59,277,1517,1801,168,60,6,49,0.111111,0,4,0
0.793,92.119.157.30,192.168.23.89,94,179,436,2045,124,60,8,73,-0.111111,0,4,0
0.793,192.168.23.89,148.70.31.188,48,211,185,2032,170,88,5,45,0.142857,0,3,0
0.793,49.234.18.158,192.168.23.89,120,159,410,1985,91,60,10,70,-0.111111,0,4,0
0.793,192.168.23.89,159.75.102.96,45,227,205,2076,187,88,5,39,-0.111111,0,4,0
0.793,192.168.23.89,54.37.143.192,59,187,154,1996,138,88,5,56,-0.111111,0,4,0
0.793,93.48.88.51,192.168.23.89,84,206,1043,1965,139,60,9,62,-0.111111,0,4,0
0.793,42.194.198.187,192.168.23.89,95,135,524,1449,108,60,8,70,-0.111111,0,4,0
0.793,154.117.154.86,192.168.23.89,91,173,572,1685,136,60,8,66,-0.111111,0,4,0
0.793,192.168.23.89,182.72.235.174,34,248,188737,1864,247,88,6,31,0.142857,0,3,0
0.793,192.168.23.89,85.247.0.210,36,223,260,1724,234,80,3,33,0.142857,0,3,0
0.793,192.168.23.89,45.230.147.107,57,182,186,1864,155,88,7,54,0.142857,0,3,0
0.793,194.35.119.136,192.168.23.89,25,12,15,40,1,0,7,18,0.142857,0,3,0
0.793,42.192.123.234,192.168.23.89,118,152,132,1889,97,60,11,86,0.142857,0,3,0
0.793,192.168.23.89,172.81.246.239,48,101,192,632,151,88,4,47,-0.111111,0,4,0
0.793,101.33.32.54,192.168.23.89,55,148,560,1633,127,60,8,46,0.142857,0,3,0
0.793,207.154.235.100,192.168.23.89,50,143,242,1405,148,60,5,47,-0.111111,0,4,0
0.793,134.209.81.185,192.168.23.89,50,111,356,1285,137,60,6,48,-0.142857,0,3,0
0.793,107.175.33.240,192.168.23.89,60,182,166,1977,88,60,8,46,-0.142857,0,3,0
0.793,42.194.148.133,192.168.23.89,51,117,290,1493,115,60,9,48,0.142857,0,3,0
0.793,192.168.23.89,207.154.235.100,47,88,152,0,148,88,5,47,-0.111111,0,4,0
0.793,192.168.23.89,205.185.121.222,47,129,144,1940,137,88,7,46,0.142857,0,3,0
0.793,184.18.211.199,192.168.23.89,55,176,671,1917,145,60,6,46,-0.111111,0,4,0
0.793,192.168.23.89,129.211.74.252,49,152,136,1716,152,88,6,38,0.142857,0,3,0
0.793,66.85.14.55,192.168.23.89,58,12,50448,40,1,0,13,42,0.142857,0,3,0
0.793,192.168.23.89,178.33.67.12,36,220,271,2036,244,88,5,33,0.111111,0,4,0
0.793,161.35.178.186,192.168.23.89,60,215,1308,2149,95,60,7,45,-0.111111,0,4,0
0.793,192.168.23.89,42.194.177.22,50,181,517,2076,183,88,9,44,0.142857,0,3,0
0.793,192.168.23.89,157.245.130.255,47,132,126,2072,116,88,5,46,-0.142857,0,3,0
0.793,180.76.165.92,192.168.23.89,60,136,290,1409,81,60,7,31,-0.111111,0,4,0
0.793,157.245.130.255,192.168.23.89,55,151,422,2029,121,60,6,47,-0.142857,0,3,0
0.793,106.54.90.19,192.168.23.89,48,197,1020,1965,221,60,6,33,-0.111111,0,4,0
0.793,192.168.23.89,181.53.251.181,48,88,101,0,85,88,5,48,0.142857,0,3,0
0.793,181.53.251.181,192.168.23.89,50,111,339,1285,85,60,6,48,0.142857,0,3,0
0.793,192.168.23.89,192.241.209.46,46,130,177,1940,157,88,7,45,0.142857,0,3,0
0.793,192.168.23.89,128.199.174.204,48,88,142,0,128,88,5,48,0.142857,0,3,0
0.793,192.168.23.89,222.99.52.216,47,156,1073,1644,161,88,5,45,-0.142857,0,3,0
0.793,123.206.90.149,192.168.23.89,51,133,215,1737,132,60,7,47,0.142857,0,3,0
0.793,192.168.23.89,210.9.47.154,48,101,197,632,175,88,8,47,0.111111,0,4,0
0.793,192.168.23.89,138.197.69.184,47,88,168,0,154,88,7,47,-0.142857,0,3,0
0.793,192.168.23.89,42.193.110.250,46,209,1180,1836,165,88,5,41,0.142857,0,3,0
0.793,192.168.23.89,103.136.40.18,47,130,157,1996,140,88,6,46,0.111111,0,4,0
0.793,116.59.25.192,192.168.23.89,61,159,1142,2033,147,60,8,47,-0.142857,0,3,0
0.793,138.197.69.184,192.168.23.89,50,137,971,1301,154,60,7,47,-0.142857,0,3,0
0.793,192.168.23.89,49.51.186.79,46,132,165,2032,141,88,8,45,0.142857,0,3,0
0.793,192.168.23.89,139.198.18.230,47,88,180,0,161,88,5,47,0.111111,0,4,0
0.793,161.35.6.188,192.168.23.89,56,157,540,2029,136,60,4,47,0.111111,0,4,0
0.793,42.192.234.33,192.168.23.89,58,128,270,1922,64,60,7,44,-0.142857,0,3,0
0.793,2.45.185.2,192.168.23.89,61,203,1002,1877,137,60,5,45,0.111111,0,4,0
0.793,192.168.23.89,222.252.30.29,49,180,412,1944,158,88,7,46,0.142857,0,3,0
0.793,190.85.94.106,192.168.23.89,51,162,342,1817,164,60,6,47,0.111111,0,4,0
0.793,192.168.23.89,107.172.248.144,47,129,154,1944,151,88,8,46,0.142857,0,3,0
0.793,192.168.23.89,61.221.64.5,41,167,181,1560,150,88,5,37,-0.142857,0,3,0
0.793,192.168.23.89,1.251.239.18,47,98,161,472,157,88,7,46,0.142857,0,3,0
0.793,192.168.23.89,150.158.168.228,49,110,459,392,123,88,6,40,0.142857,0,3,0
0.793,82.196.113.78,192.168.23.89,51,117,199,1509,141,60,7,48,0.142857,0,3,0
0.793,192.168.23.89,138.197.171.79,48,88,141,0,142,88,6,48,-0.142857,0,3,0
0.793,138.197.171.79,192.168.23.89,50,111,152,1285,142,60,6,48,-0.142857,0,3,0
0.793,113.65.231.40,192.168.23.89,54,185,1180,1797,125,60,6,38,-0.111111,0,4,0
0.793,192.168.23.89,81.70.42.95,40,169,236,1852,219,88,5,31,0.142857,0,3,0
0.793,81.70.205.107,192.168.23.89,56,149,275,1977,96,60,6,47,0.142857,0,3,0
0.793,192.168.23.89,209.141.39.242,46,130,164,1940,143,88,8,45,-0.111111,0,4,0
0.792,193.178.146.27,192.168.23.89,52,76,10,14,1,73,3,22,0,0,1,7
0.792,192.168.23.89,4.17.231.204,50,476,192,2072,166,352,6,47,0.111111,0,4,0
0.791,210.205.8.250,192.168.23.89,59,299,858171,1801,165,60,5,48,0.0909091,0,5,0
0.791,128.199.123.0,192.168.23.89,91,177,531,1869,127,60,9,70,0.0909091,0,5,0
0.791,167.172.145.53,192.168.23.89,80,216,734,2029,144,60,6,58,-0.0909091,0,5,0
